HeroID,Class,Lane,Item1,Item2,Item3,Item4,Item5,Item6,TrueScore,NoisyScore,CombatPower
H001,Warrior,Mid,I003,I016,I021,I057,I059,,96.66,95.17,95.17
H001,Warrior,Mid,I055,I026,I089,I017,,,72.25,73.42,73.42
H001,Warrior,Mid,I039,I021,I036,I012,I084,I047,95.33,89.36,89.36
H001,Warrior,Mid,I011,I048,I086,I084,I022,,99.2,103.79,103.79
H001,Warrior,Mid,I051,I081,I040,I093,,,73.44,72.77,72.77
H001,Warrior,Mid,I097,I030,I055,I084,I012,I091,80.31,78.21,78.21
H001,Warrior,Mid,I001,I028,I062,I010,,,92.41,97.26,97.26
H001,Warrior,Mid,I076,I029,I067,I088,,,115.09,111.04,111.04
H001,Warrior,Mid,I002,I090,I044,I105,I016,,88.89,82.63,82.63
H001,Warrior,Mid,I089,I017,I062,I010,I030,,81.36,75.02,75.02
H001,Warrior,Mid,I012,I094,I104,I014,I041,,99.16,102.16,102.16
H001,Warrior,Mid,I039,I018,I049,I100,I105,,83.25,77.92,77.92
H001,Warrior,Mid,I083,I087,I019,I009,,,98.45,107.09,107.09
H001,Warrior,Mid,I073,I002,I079,I084,I022,I057,148.05,132.63,132.63
H001,Warrior,Mid,I093,I028,I081,I096,I020,,99.35,107.78,107.78
H001,Warrior,Mid,I079,I088,I057,I028,I012,,125.44,126.76,126.76
H001,Warrior,Mid,I018,I097,I016,I076,,,119.0,118.42,118.42
H001,Warrior,Mid,I050,I045,I055,I041,I102,I018,102.59,99.79,99.79
H001,Warrior,Mid,I036,I083,I011,I032,,,83.35,85.01,85.01
H001,Warrior,Mid,I077,I093,I078,I037,I100,I089,147.59,147.31,147.31
H001,Warrior,Mid,I109,I085,I039,I027,,,76.81,81.05,81.05
H001,Warrior,Mid,I078,I066,I025,I096,I051,I038,179.19,180.21,180.21
H001,Warrior,Mid,I007,I101,I102,I031,I064,I050,106.35,107.14,107.14
H001,Warrior,Mid,I031,I064,I082,I077,,,120.92,118.72,118.72
H001,Warrior,Mid,I068,I002,I047,I041,,,90.72,90.46,90.46
H001,Warrior,Mid,I050,I108,I073,I054,,,105.75,107.37,107.37
H001,Warrior,Mid,I070,I088,I023,I098,I061,,119.12,108.94,108.94
H001,Warrior,Mid,I003,I076,I009,I002,,,98.49,91.85,91.85
H001,Warrior,Mid,I028,I006,I008,I102,I051,,100.45,104.18,104.18
H001,Warrior,Mid,I037,I081,I092,I065,I099,I054,95.55,96.37,96.37
H001,Warrior,Mid,I090,I052,I011,I082,I069,,113.37,112.33,112.33
H001,Warrior,Mid,I079,I020,I036,I011,I040,I066,148.17,148.31,148.31
H001,Warrior,Mid,I104,I020,I069,I042,,,115.26,117.26,117.26
H001,Warrior,Mid,I076,I082,I098,I107,I084,,106.38,103.51,103.51
H001,Warrior,Mid,I083,I009,I040,I090,I056,I094,102.94,98.93,98.93
H001,Warrior,Mid,I008,I032,I012,I056,,,85.06,85.89,85.89
H001,Warrior,Mid,I059,I079,I078,I008,,,165.95,157.83,157.83
H001,Warrior,Mid,I086,I095,I085,I023,I016,,102.57,104.66,104.66
H001,Warrior,Mid,I091,I018,I090,I002,,,79.87,73.07,73.07
H001,Warrior,Mid,I064,I045,I067,I101,,,120.47,126.67,126.67
H001,Warrior,Mid,I034,I022,I048,I017,I096,I100,90.58,92.72,92.72
H001,Warrior,Mid,I094,I016,I099,I004,I043,,84.62,85.7,85.7
H001,Warrior,Mid,I035,I068,I009,I034,I092,,85.33,89.52,89.52
H001,Warrior,Mid,I081,I010,I064,I059,I066,I047,123.06,133.31,133.31
H001,Warrior,Mid,I064,I073,I022,I048,,,135.6,142.48,142.48
H001,Warrior,Mid,I033,I099,I014,I074,,,95.29,86.52,86.52
H001,Warrior,Mid,I093,I015,I030,I095,I066,I001,103.15,96.55,96.55
H001,Warrior,Mid,I002,I032,I006,I061,,,83.4,80.79,80.79
H001,Warrior,Mid,I050,I020,I023,I005,I071,,119.83,119.99,119.99
H001,Warrior,Mid,I095,I084,I054,I029,I042,I032,73.94,75.86,75.86
H001,Warrior,Mid,I093,I041,I035,I106,I010,,100.15,96.51,96.51
H001,Warrior,Mid,I048,I016,I065,I087,I007,I023,129.04,130.25,130.25
H001,Warrior,Mid,I103,I067,I006,I052,,,103.23,99.33,99.33
H001,Warrior,Mid,I060,I037,I100,I109,,,84.72,82.13,82.13
H001,Warrior,Mid,I042,I012,I071,I059,I002,,103.52,96.24,96.24
H001,Warrior,Mid,I026,I038,I073,I101,I039,,95.93,91.5,91.5
H001,Warrior,Mid,I080,I032,I060,I048,I076,I064,157.13,146.52,146.52
H001,Warrior,Mid,I094,I070,I098,I102,,,106.85,101.64,101.64
H001,Warrior,Mid,I020,I001,I053,I004,,,89.3,94.0,94.0
H001,Warrior,Mid,I070,I045,I082,I108,,,122.56,116.74,116.74
H001,Warrior,Mid,I002,I043,I001,I098,I085,I049,77.97,88.24,88.24
H001,Warrior,Mid,I094,I040,I014,I027,I068,I031,90.65,92.89,92.89
H001,Warrior,Mid,I063,I008,I019,I092,I036,,84.02,84.79,84.79
H001,Warrior,Mid,I006,I030,I109,I067,,,104.73,100.24,100.24
H001,Warrior,Mid,I090,I048,I059,I096,I011,,81.71,84.57,84.57
H001,Warrior,Mid,I013,I065,I018,I082,I105,I051,128.27,124.58,124.58
H001,Warrior,Mid,I076,I073,I008,I056,,,130.06,130.85,130.85
H001,Warrior,Mid,I017,I031,I038,I034,I109,I041,92.55,104.4,104.4
H001,Warrior,Mid,I090,I107,I095,I042,I041,,86.3,85.88,85.88
H001,Warrior,Mid,I035,I030,I010,I026,I018,,78.03,82.51,82.51
H001,Warrior,Mid,I014,I020,I022,I058,I060,I041,149.61,144.35,144.35
H001,Warrior,Mid,I016,I069,I046,I099,I027,,110.97,110.78,110.78
H001,Warrior,Mid,I040,I060,I034,I016,I012,,107.74,117.28,117.28
H001,Warrior,Mid,I104,I088,I039,I106,,,89.93,87.11,87.11
H001,Warrior,Mid,I090,I078,I006,I028,I107,I042,160.57,175.12,175.12
H001,Warrior,Mid,I012,I092,I032,I046,,,74.56,77.19,77.19
H001,Warrior,Mid,I066,I007,I087,I039,I034,,97.95,95.19,95.19
H001,Warrior,Mid,I004,I052,I058,I072,,,108.32,111.75,111.75
H001,Warrior,Mid,I071,I032,I013,I060,I014,I103,121.65,127.57,127.57
H001,Warrior,Mid,I016,I002,I008,I107,,,80.85,83.36,83.36
H001,Warrior,Mid,I017,I026,I106,I052,,,96.25,88.69,88.69
H001,Warrior,Mid,I088,I081,I083,I011,I075,,106.47,102.6,102.6
H001,Warrior,Mid,I034,I105,I010,I003,I009,I026,75.36,74.43,74.43
H001,Warrior,Mid,I057,I104,I017,I012,I109,I107,90.06,89.73,89.73
H001,Warrior,Mid,I016,I006,I060,I007,I022,,124.64,128.51,128.51
H001,Warrior,Mid,I056,I106,I093,I051,I064,I004,128.26,129.4,129.4
H001,Warrior,Mid,I088,I055,I023,I046,I028,,92.71,86.52,86.52
H001,Warrior,Mid,I036,I058,I020,I005,,,104.3,106.28,106.28
H001,Warrior,Mid,I080,I079,I032,I083,I038,I064,162.03,166.98,166.98
H001,Warrior,Mid,I071,I062,I008,I012,I036,,104.59,107.51,107.51
H001,Warrior,Mid,I018,I054,I026,I083,I103,,88.63,93.42,93.42
H001,Warrior,Mid,I032,I081,I103,I070,I102,I003,108.86,113.4,113.4
H001,Warrior,Mid,I101,I092,I046,I062,I070,,111.94,114.51,114.51
H001,Warrior,Mid,I045,I073,I065,I042,I050,,127.82,127.37,127.37
H001,Warrior,Mid,I024,I004,I041,I077,I029,,101.34,92.92,92.92
H001,Warrior,Mid,I104,I100,I036,I008,,,69.06,70.54,70.54
H001,Warrior,Mid,I068,I046,I099,I075,I030,,99.55,100.58,100.58
H001,Warrior,Mid,I013,I032,I085,I031,,,83.52,84.65,84.65
H001,Warrior,Mid,I069,I105,I102,I095,I008,,103.36,96.76,96.76
H001,Warrior,Mid,I074,I109,I103,I050,,,93.08,88.04,88.04
H001,Warrior,Mid,I108,I109,I023,I031,I076,,119.54,125.83,125.83
H001,Warrior,Mid,I104,I095,I090,I046,I076,,98.47,98.28,98.28
H001,Warrior,Mid,I091,I090,I046,I073,,,95.55,98.81,98.81
H001,Warrior,Mid,I019,I073,I025,I108,I104,I064,172.57,172.82,172.82
H001,Warrior,Mid,I040,I023,I063,I005,I012,I008,103.46,103.61,103.61
H001,Warrior,Mid,I078,I029,I003,I068,,,136.1,142.48,142.48
H001,Warrior,Mid,I001,I043,I079,I026,I104,,109.35,106.53,106.53
H001,Warrior,Mid,I044,I092,I023,I103,,,79.37,79.75,79.75
H001,Warrior,Mid,I008,I003,I019,I076,I091,,100.59,98.27,98.27
H001,Warrior,Mid,I100,I015,I109,I068,,,94.6,92.55,92.55
H001,Warrior,Mid,I010,I048,I091,I085,I051,,74.55,73.39,73.39
H001,Warrior,Mid,I013,I044,I039,I042,I018,I021,110.41,111.63,111.63
H001,Warrior,Mid,I056,I102,I082,I063,I084,I041,117.74,114.92,114.92
H001,Warrior,Mid,I091,I072,I089,I079,,,122.26,129.94,129.94
H001,Warrior,Mid,I029,I086,I076,I105,I023,,111.38,106.4,106.4
H001,Warrior,Mid,I040,I094,I089,I038,I017,,77.69,76.96,76.96
H001,Warrior,Mid,I094,I001,I090,I074,,,92.1,90.07,90.07
H001,Warrior,Mid,I109,I099,I073,I005,I024,,102.51,109.93,109.93
H001,Warrior,Mid,I041,I104,I079,I029,I082,I073,151.04,152.52,152.52
H001,Warrior,Mid,I064,I019,I043,I096,,,104.32,109.71,109.71
H001,Warrior,Mid,I031,I045,I041,I022,,,97.14,89.92,89.92
H001,Warrior,Mid,I012,I106,I091,I086,I082,I094,108.02,109.46,109.46
H001,Warrior,Mid,I058,I002,I034,I027,I032,,82.81,86.5,86.5
H001,Warrior,Mid,I009,I045,I033,I101,I014,I093,85.88,86.23,86.23
H001,Warrior,Mid,I007,I050,I057,I094,,,70.88,74.66,74.66
H001,Warrior,Mid,I022,I053,I064,I049,I045,,117.14,114.11,114.11
H001,Warrior,Mid,I049,I013,I107,I062,I101,I074,111.99,119.88,119.88
H001,Warrior,Mid,I098,I088,I029,I021,I058,I010,94.52,105.38,105.38
H001,Warrior,Mid,I038,I003,I041,I034,,,79.38,77.94,77.94
H001,Warrior,Mid,I010,I044,I022,I049,,,84.05,82.18,82.18
H001,Warrior,Mid,I094,I010,I071,I012,,,94.47,101.34,101.34
H001,Warrior,Mid,I077,I079,I062,I091,I004,,132.35,142.81,142.81
H001,Warrior,Mid,I084,I022,I078,I056,I021,,168.58,164.17,164.17
H001,Warrior,Mid,I013,I043,I027,I025,,,110.19,107.87,107.87
H001,Warrior,Mid,I090,I071,I093,I094,I070,,124.69,122.93,122.93
H001,Warrior,Mid,I085,I037,I039,I031,I013,,86.32,80.52,80.52
H001,Warrior,Mid,I051,I074,I071,I108,,,120.72,115.17,115.17
H001,Warrior,Mid,I020,I007,I047,I001,I055,,86.65,82.29,82.29
H001,Warrior,Mid,I038,I106,I085,I081,,,94.94,91.3,91.3
H001,Warrior,Mid,I062,I026,I013,I004,I027,I022,102.75,102.57,102.57
H001,Warrior,Mid,I038,I011,I061,I109,I015,I040,100.85,102.03,102.03
H001,Warrior,Mid,I061,I063,I085,I034,I012,,96.03,103.48,103.48
H001,Warrior,Mid,I070,I050,I024,I048,I049,I058,124.4,118.19,118.19
H001,Warrior,Mid,I034,I057,I060,I029,,,79.64,83.56,83.56
H001,Warrior,Mid,I073,I008,I020,I097,I090,,109.68,108.5,108.5
H001,Warrior,Mid,I013,I011,I086,I045,I104,I070,131.44,131.11,131.11
H001,Warrior,Mid,I097,I076,I030,I071,I008,,112.9,116.71,116.71
H001,Warrior,Mid,I105,I067,I054,I069,I088,,120.84,114.06,114.06
H001,Warrior,Mid,I074,I031,I061,I039,I011,,102.2,104.16,104.16
H001,Warrior,Mid,I092,I005,I065,I074,I067,,143.11,144.3,144.3
H001,Warrior,Mid,I087,I080,I019,I016,I097,I058,134.2,137.51,137.51
H001,Warrior,Mid,I022,I028,I104,I025,,,128.3,130.16,130.16
H001,Warrior,Mid,I006,I055,I011,I088,,,81.86,91.9,91.9
H001,Warrior,Mid,I026,I106,I081,I019,I107,,99.07,95.91,95.91
H001,Warrior,Mid,I034,I041,I094,I104,I009,I012,98.25,95.64,95.64
H001,Warrior,Mid,I072,I051,I071,I042,I036,,113.41,109.88,109.88
H001,Warrior,Mid,I059,I002,I101,I090,I080,I076,123.07,119.65,119.65
H001,Warrior,Mid,I101,I054,I015,I020,I019,I073,130.13,125.99,125.99
H001,Warrior,Mid,I075,I098,I013,I014,I073,I100,135.6,143.67,143.67
H001,Warrior,Mid,I101,I037,I069,I045,,,99.65,106.72,106.72
H001,Warrior,Mid,I034,I050,I084,I063,I074,,104.12,101.14,101.14
H001,Warrior,Mid,I061,I005,I023,I036,I052,I019,102.54,98.28,98.28
H001,Warrior,Mid,I078,I088,I089,I052,I005,I051,135.64,138.84,138.84
H001,Warrior,Mid,I089,I031,I007,I096,I061,,77.06,74.94,74.94
H001,Warrior,Mid,I048,I003,I044,I105,I102,,79.01,81.51,81.51
H001,Warrior,Mid,I040,I036,I108,I063,I090,,93.55,94.49,94.49
H001,Warrior,Mid,I013,I030,I018,I039,I096,I057,92.19,85.2,85.2
H001,Warrior,Mid,I035,I094,I054,I078,I083,,137.22,147.84,147.84
H001,Warrior,Mid,I025,I057,I028,I106,,,131.33,143.12,143.12
H001,Warrior,Mid,I095,I063,I098,I067,I048,,100.09,97.02,97.02
H001,Warrior,Mid,I066,I102,I021,I009,,,110.67,108.52,108.52
H001,Warrior,Mid,I091,I065,I052,I018,I100,,107.78,109.32,109.32
H001,Warrior,Mid,I073,I004,I023,I025,I107,I026,135.7,137.97,137.97
H001,Warrior,Mid,I032,I005,I059,I007,,,79.65,82.27,82.27
H001,Warrior,Mid,I091,I026,I036,I048,I106,,89.25,98.22,98.22
H001,Warrior,Mid,I065,I051,I082,I016,I088,,114.95,113.93,113.93
H001,Warrior,Mid,I031,I048,I063,I077,,,97.53,93.64,93.64
H001,Warrior,Mid,I023,I061,I076,I071,I045,,134.18,124.93,124.93
H001,Warrior,Mid,I021,I108,I034,I096,I107,,90.59,87.28,87.28
H001,Warrior,Mid,I012,I037,I004,I050,I007,I021,93.52,93.37,93.37
H001,Warrior,Mid,I100,I028,I029,I083,I087,I027,99.48,108.4,108.4
H001,Warrior,Mid,I084,I053,I066,I003,I100,,98.14,95.6,95.6
H001,Warrior,Mid,I002,I061,I017,I083,I023,I077,123.95,125.33,125.33
H001,Warrior,Mid,I029,I033,I078,I104,,,127.03,126.93,126.93
H001,Warrior,Mid,I092,I091,I083,I036,I055,,78.15,82.79,82.79
H001,Warrior,Mid,I045,I059,I033,I028,I060,,104.96,118.22,118.22
H001,Warrior,Mid,I087,I067,I106,I080,I051,,138.48,134.8,134.8
H001,Warrior,Mid,I014,I001,I066,I085,I108,I048,117.65,114.77,114.77
H001,Warrior,Mid,I083,I077,I078,I037,I039,I088,160.22,168.59,168.59
H001,Warrior,Mid,I062,I009,I044,I036,,,85.76,88.68,88.68
H001,Warrior,Mid,I042,I036,I034,I084,I092,I039,77.91,85.1,85.1
H001,Warrior,Mid,I020,I067,I098,I031,,,104.36,107.4,107.4
H001,Warrior,Mid,I104,I103,I077,I052,,,91.82,90.17,90.17
H001,Warrior,Mid,I041,I088,I018,I093,I004,I084,98.09,100.99,100.99
H001,Warrior,Mid,I038,I034,I054,I052,I050,,71.74,75.72,75.72
H001,Warrior,Mid,I005,I075,I091,I074,I105,I025,146.7,152.72,152.72
H001,Warrior,Mid,I093,I092,I029,I088,I069,,94.9,97.3,97.3
H001,Warrior,Mid,I101,I061,I086,I046,I065,I039,109.23,115.06,115.06
H001,Warrior,Mid,I108,I085,I072,I024,,,103.82,109.89,109.89
H001,Warrior,Mid,I013,I061,I017,I095,I034,,92.88,99.29,99.29
H001,Warrior,Mid,I104,I072,I098,I024,I088,I043,92.68,95.69,95.69
H001,Warrior,Mid,I012,I029,I046,I096,I040,I054,79.19,78.53,78.53
H001,Warrior,Mid,I048,I034,I075,I038,I060,,104.34,105.11,105.11
H001,Warrior,Mid,I061,I007,I082,I075,,,103.84,110.11,110.11
H001,Warrior,Mid,I080,I010,I061,I025,I065,I016,165.03,158.29,158.29
H001,Warrior,Mid,I049,I068,I039,I053,I007,I020,103.93,105.84,105.84
H001,Warrior,Mid,I026,I044,I053,I073,,,101.16,99.17,99.17
H001,Warrior,Mid,I019,I041,I092,I024,I100,,88.18,88.31,88.31
H001,Warrior,Mid,I063,I043,I081,I023,,,90.25,96.02,96.02
H001,Warrior,Mid,I082,I008,I001,I058,I036,,93.53,94.42,94.42
H001,Warrior,Mid,I098,I100,I022,I074,,,101.91,102.14,102.14
H001,Warrior,Mid,I063,I101,I098,I100,,,75.56,70.42,70.42
H001,Warrior,Mid,I017,I079,I056,I082,,,126.63,131.35,131.35
H001,Warrior,Mid,I052,I055,I062,I050,I001,,82.03,84.68,84.68
H001,Warrior,Mid,I069,I026,I094,I048,,,96.73,107.19,107.19
H001,Warrior,Mid,I042,I097,I107,I068,,,81.68,80.42,80.42
H001,Warrior,Mid,I003,I087,I001,I081,,,75.86,76.7,76.7
H001,Warrior,Mid,I032,I029,I089,I045,I040,I017,80.02,81.02,81.02
H001,Warrior,Mid,I050,I065,I076,I040,,,124.84,134.69,134.69
H001,Warrior,Mid,I009,I106,I006,I039,,,106.42,105.91,105.91
H001,Warrior,Mid,I059,I094,I067,I077,I068,,127.9,129.68,129.68
H001,Warrior,Mid,I056,I088,I018,I044,I063,,101.3,104.37,104.37
H001,Warrior,Mid,I097,I025,I022,I104,I052,,115.83,116.91,116.91
H001,Warrior,Mid,I030,I029,I094,I017,,,72.49,70.87,70.87
H001,Warrior,Mid,I094,I003,I076,I065,,,118.31,119.46,119.46
H001,Warrior,Mid,I016,I047,I092,I084,,,86.3,90.93,90.93
H001,Warrior,Mid,I049,I082,I033,I099,,,72.72,68.99,68.99
H001,Warrior,Mid,I080,I007,I077,I085,I014,I084,131.89,132.77,132.77
H001,Warrior,Mid,I007,I089,I015,I054,,,81.62,78.76,78.76
H001,Warrior,Mid,I049,I016,I071,I033,I061,,108.54,115.03,115.03
H001,Warrior,Mid,I020,I027,I089,I088,I081,I002,82.64,76.34,76.34
H001,Warrior,Mid,I054,I085,I013,I067,I035,,107.65,104.64,104.64
H001,Warrior,Mid,I078,I090,I018,I054,I107,I014,150.16,152.99,152.99
H001,Warrior,Mid,I093,I080,I016,I037,I015,I101,116.63,125.76,125.76
H001,Warrior,Mid,I064,I026,I078,I100,,,152.22,151.72,151.72
H001,Warrior,Mid,I107,I067,I026,I046,I091,,91.56,89.02,89.02
H001,Warrior,Mid,I038,I021,I006,I071,I064,,137.19,150.09,150.09
H001,Warrior,Mid,I089,I062,I043,I031,,,77.38,71.77,71.77
H001,Warrior,Mid,I002,I086,I012,I015,,,92.73,82.54,82.54
H001,Warrior,Mid,I086,I064,I020,I012,I100,I066,143.8,146.96,146.96
H001,Warrior,Mid,I093,I013,I033,I083,,,89.05,86.81,86.81
H001,Warrior,Mid,I059,I038,I034,I060,,,86.54,82.12,82.12
H001,Warrior,Mid,I013,I105,I023,I006,,,102.81,106.46,106.46
H001,Warrior,Mid,I047,I103,I087,I041,I055,,84.62,85.65,85.65
H001,Warrior,Mid,I015,I013,I109,I098,I006,I002,107.52,104.49,104.49
H001,Warrior,Mid,I085,I083,I022,I043,,,100.05,93.65,93.65
H001,Warrior,Mid,I057,I080,I035,I094,I012,,95.97,100.16,100.16
H001,Warrior,Mid,I105,I044,I024,I015,I052,,88.11,90.98,90.98
H001,Warrior,Mid,I059,I035,I107,I050,I089,,75.85,75.48,75.48
H001,Warrior,Mid,I103,I054,I084,I022,I015,,98.41,107.5,107.5
H001,Warrior,Mid,I090,I093,I008,I109,,,71.97,68.12,68.12
H001,Warrior,Mid,I014,I054,I076,I062,,,108.84,100.54,100.54
H001,Warrior,Mid,I087,I057,I024,I079,I049,I100,108.02,104.28,104.28
H001,Warrior,Mid,I079,I004,I088,I108,I094,,113.75,113.49,113.49
H001,Warrior,Mid,I062,I063,I015,I053,,,101.4,102.63,102.63
H001,Warrior,Mid,I006,I009,I034,I084,I041,,103.73,102.48,102.48
H001,Warrior,Mid,I091,I087,I068,I099,,,82.85,84.31,84.31
H001,Warrior,Mid,I074,I093,I073,I029,I086,I044,123.5,115.77,115.77
H001,Warrior,Mid,I067,I089,I090,I080,I013,I056,137.69,147.63,147.63
H001,Warrior,Mid,I094,I032,I062,I045,I085,I087,88.88,88.51,88.51
H001,Warrior,Mid,I050,I020,I108,I106,I072,I079,172.28,181.9,181.9
H001,Warrior,Mid,I002,I083,I021,I065,,,114.65,116.61,116.61
H001,Warrior,Mid,I064,I022,I010,I097,I063,,116.03,118.68,118.68
H001,Warrior,Mid,I031,I043,I036,I007,I065,,100.28,103.13,103.13
H001,Warrior,Mid,I071,I083,I049,I052,,,101.42,103.69,103.69
H001,Warrior,Mid,I011,I059,I057,I103,,,75.88,78.32,78.32
H001,Warrior,Mid,I058,I012,I064,I041,I016,I096,147.87,157.7,157.7
H001,Warrior,Mid,I003,I014,I052,I053,I005,I072,109.89,110.97,110.97
H001,Warrior,Mid,I001,I106,I012,I102,I078,I080,184.56,191.1,191.1
H001,Warrior,Mid,I039,I066,I072,I027,I084,I086,121.61,121.06,121.06
H001,Warrior,Mid,I044,I047,I106,I007,I105,,96.62,103.57,103.57
H001,Warrior,Mid,I109,I059,I043,I072,,,99.29,95.93,95.93
H001,Warrior,Mid,I077,I061,I092,I085,I047,I058,118.37,129.02,129.02
H001,Warrior,Mid,I013,I098,I085,I029,,,83.48,83.31,83.31
H001,Warrior,Mid,I044,I046,I107,I082,,,77.86,72.29,72.29
H001,Warrior,Mid,I071,I067,I048,I090,I014,,123.07,123.86,123.86
H001,Warrior,Mid,I022,I064,I018,I106,,,139.85,135.09,135.09
H001,Warrior,Mid,I096,I093,I053,I014,I033,I079,115.86,120.73,120.73
H001,Warrior,Mid,I025,I016,I051,I028,,,127.34,123.18,123.18
H001,Warrior,Mid,I106,I101,I025,I092,I044,,120.69,118.0,118.0
H001,Warrior,Mid,I097,I054,I006,I082,,,83.53,75.63,75.63
H001,Warrior,Mid,I076,I016,I099,I058,I059,I085,136.49,133.4,133.4
H001,Warrior,Mid,I065,I018,I064,I001,I068,I095,146.25,128.53,128.53
H001,Warrior,Mid,I071,I056,I108,I075,,,130.46,120.13,120.13
H001,Warrior,Mid,I066,I100,I023,I089,I075,,119.27,123.81,123.81
H001,Warrior,Mid,I094,I105,I017,I014,,,83.97,87.26,87.26
H001,Warrior,Mid,I085,I077,I078,I042,I065,,181.88,185.74,185.74
H001,Warrior,Mid,I054,I078,I089,I098,I032,,124.84,118.8,118.8
H001,Warrior,Mid,I051,I044,I038,I058,I104,,91.89,91.67,91.67
H001,Warrior,Mid,I018,I053,I078,I090,,,145.34,145.32,145.32
H001,Warrior,Mid,I066,I039,I108,I090,I071,I041,137.38,129.42,129.42
H001,Warrior,Mid,I095,I071,I081,I028,I026,I027,105.36,113.28,113.28
H001,Warrior,Mid,I092,I038,I088,I045,I087,I017,82.72,86.35,86.35
H001,Warrior,Mid,I084,I023,I065,I070,I089,I082,151.54,149.87,149.87
H001,Warrior,Mid,I091,I015,I098,I046,I072,,101.26,101.39,101.39
H001,Warrior,Mid,I075,I074,I086,I091,I054,,113.83,115.01,115.01
H001,Warrior,Mid,I096,I108,I069,I037,I109,I055,111.75,100.34,100.34
H001,Warrior,Mid,I067,I014,I004,I049,,,99.54,98.31,98.31
H001,Warrior,Mid,I007,I086,I008,I026,,,74.18,71.65,71.65
H001,Warrior,Mid,I097,I101,I021,I037,I088,,78.38,74.45,74.45
H001,Warrior,Mid,I019,I108,I008,I089,I101,,87.02,85.79,85.79
H001,Warrior,Mid,I027,I097,I070,I005,I046,,107.94,117.65,117.65
H001,Warrior,Mid,I014,I079,I087,I095,I072,,136.85,141.24,141.24
H001,Warrior,Mid,I096,I083,I072,I050,,,100.87,97.98,97.98
H001,Warrior,Mid,I066,I101,I102,I103,,,92.92,95.58,95.58
H001,Warrior,Mid,I037,I089,I086,I007,I049,I050,78.89,84.4,84.4
H001,Warrior,Mid,I101,I088,I041,I071,I007,,103.95,108.76,108.76
H001,Warrior,Mid,I096,I033,I026,I080,,,86.34,86.59,86.59
H001,Warrior,Mid,I107,I029,I082,I091,I083,,85.36,82.6,82.6
H001,Warrior,Mid,I097,I076,I070,I095,I078,,187.88,194.43,194.43
H001,Warrior,Mid,I100,I093,I025,I038,,,95.97,97.86,97.86
H001,Warrior,Mid,I023,I088,I010,I024,I095,,75.91,79.3,79.3
H001,Warrior,Mid,I016,I049,I006,I055,I036,I072,115.14,118.8,118.8
H001,Warrior,Mid,I017,I021,I075,I109,I033,,109.5,115.25,115.25
H001,Warrior,Mid,I043,I060,I091,I020,,,97.48,94.87,94.87
H001,Warrior,Mid,I020,I042,I077,I007,,,107.7,114.79,114.79
H001,Warrior,Mid,I079,I108,I085,I039,I063,I102,134.93,136.26,136.26
H001,Warrior,Mid,I071,I046,I010,I101,I091,I041,101.85,112.42,112.42
H001,Warrior,Mid,I029,I024,I067,I009,I101,I065,124.45,120.16,120.16
H001,Warrior,Mid,I054,I070,I069,I052,,,133.21,144.77,144.77
H001,Warrior,Mid,I045,I029,I028,I085,,,90.18,91.07,91.07
H001,Warrior,Mid,I043,I047,I038,I028,I097,,86.31,83.5,83.5
H001,Warrior,Mid,I068,I061,I072,I106,I097,I084,132.59,129.39,129.39
H001,Warrior,Mid,I015,I086,I045,I058,,,105.14,103.46,103.46
H001,Warrior,Mid,I083,I079,I080,I032,,,133.41,136.24,136.24
H001,Warrior,Mid,I088,I042,I049,I102,,,74.46,76.41,76.41
H001,Warrior,Mid,I050,I033,I070,I093,,,103.05,100.09,100.09
H001,Warrior,Mid,I004,I067,I106,I099,I048,,113.17,113.04,113.04
H001,Warrior,Mid,I103,I066,I058,I063,I006,I038,125.55,139.0,139.0
H001,Warrior,Mid,I025,I042,I066,I011,I013,I022,152.75,165.94,165.94
H001,Warrior,Mid,I069,I001,I081,I009,I027,I086,113.75,116.23,116.23
H001,Warrior,Mid,I100,I028,I088,I055,I107,I014,91.74,91.91,91.91
H001,Warrior,Mid,I069,I107,I090,I095,,,99.05,99.64,99.64
H001,Warrior,Mid,I083,I105,I010,I096,I088,,79.53,81.97,81.97
H001,Warrior,Mid,I004,I059,I092,I043,,,75.0,71.16,71.16
H001,Warrior,Mid,I012,I010,I007,I023,,,88.05,86.91,86.91
H001,Warrior,Mid,I072,I010,I074,I106,I030,,128.69,117.96,117.96
H001,Warrior,Mid,I053,I050,I058,I081,I052,,97.02,98.96,98.96
H001,Warrior,Mid,I041,I003,I050,I087,I016,,101.5,104.79,104.79
H001,Warrior,Mid,I001,I083,I093,I080,I009,I097,108.96,106.33,106.33
H001,Warrior,Mid,I075,I006,I090,I109,I010,I046,106.34,114.71,114.71
H001,Warrior,Mid,I014,I038,I101,I088,I039,I078,137.53,129.11,129.11
H001,Warrior,Mid,I037,I098,I057,I049,,,66.34,61.48,61.48
H001,Warrior,Mid,I106,I085,I004,I061,I021,,111.57,112.82,112.82
H001,Warrior,Mid,I029,I018,I096,I051,I102,I103,85.21,89.67,89.67
H001,Warrior,Mid,I038,I082,I019,I039,I087,I102,95.27,103.29,103.29
H001,Warrior,Mid,I083,I048,I002,I071,I072,I019,129.89,126.91,126.91
H001,Warrior,Mid,I006,I001,I074,I077,,,122.28,128.87,128.87
H001,Warrior,Mid,I069,I071,I011,I040,I027,,125.39,125.15,125.15
